,id,year,month,day_of_week,x,y,vehicle_mass,region,road_type,Seriousness
16658,10211956,2021,12,Sunnuntai,471600.0,6847698.0,1195.0,Keski-Suomen ELY,seututie,Ei henkilövahinkoja
16659,10211956,2021,12,Sunnuntai,471600.0,6847698.0,1054.0,Keski-Suomen ELY,seututie,Ei henkilövahinkoja
16660,10211957,2021,12,Tiistai,434710.0,6941821.0,1741.0,Keski-Suomen ELY,seututie,Loukkaantumiseen johtanut
16661,10211957,2021,12,Tiistai,434710.0,6941821.0,,Keski-Suomen ELY,seututie,Loukkaantumiseen johtanut
16662,10211958,2021,12,Tiistai,436181.0,6902775.0,1954.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16663,10211958,2021,12,Tiistai,436181.0,6902775.0,1355.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16664,10211959,2021,12,Tiistai,381495.0,6679553.0,1866.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
16665,10211959,2021,12,Tiistai,381495.0,6679553.0,1088.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
16666,10211960,2021,12,Sunnuntai,334930.0,7087196.0,1350.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16667,10211961,2021,12,Maanantai,287059.0,7054404.0,1760.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16668,10211962,2021,12,Tiistai,282532.0,6978131.0,1337.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16669,10211963,2021,12,Tiistai,452571.0,6848928.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16670,10211963,2021,12,Tiistai,452571.0,6848928.0,1420.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16671,10211964,2021,12,Perjantai,383431.0,6740270.0,1721.0,Uudenmaan ELY,kantatie,Loukkaantumiseen johtanut
16672,10211964,2021,12,Perjantai,383431.0,6740270.0,1734.0,Uudenmaan ELY,kantatie,Loukkaantumiseen johtanut
16673,10211964,2021,12,Perjantai,383431.0,6740270.0,1557.0,Uudenmaan ELY,kantatie,Loukkaantumiseen johtanut
16674,10211965,2021,12,Keskiviikko,443820.0,6754960.0,1490.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16675,10211966,2021,12,Perjantai,330011.0,6711456.0,1170.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
16676,10211966,2021,12,Perjantai,330011.0,6711456.0,2212.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
16677,10211967,2021,12,Lauantai,315904.0,6662840.0,1476.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
16678,10211967,2021,12,Lauantai,315904.0,6662840.0,1160.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
16679,10211968,2021,12,Lauantai,415360.0,7112870.0,1019.0,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
16680,10211969,2021,12,Lauantai,426771.0,7216236.0,1270.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16681,10211970,2021,12,Tiistai,278847.0,6805228.0,1435.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16682,10211970,2021,12,Tiistai,278847.0,6805228.0,1830.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16683,10211971,2021,12,Maanantai,493425.0,6890736.0,1565.0,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16684,10211971,2021,12,Maanantai,493425.0,6890736.0,,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16685,10211972,2021,12,Maanantai,657080.0,6993203.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16686,10211972,2021,12,Maanantai,657080.0,6993203.0,2316.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16687,10211973,2021,12,Tiistai,560292.0,6868979.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16688,10211973,2021,12,Tiistai,560292.0,6868979.0,2950.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16689,10211974,2021,12,Lauantai,327375.0,7012769.0,1367.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
16690,10211974,2021,12,Lauantai,327375.0,7012769.0,3145.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
16691,10211975,2021,12,Tiistai,376740.0,6676440.0,2885.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16692,10211975,2021,12,Tiistai,376740.0,6676440.0,1163.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16693,10211975,2021,12,Tiistai,376740.0,6676440.0,2061.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16694,10211976,2021,12,Keskiviikko,365931.0,6680505.0,1995.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
16695,10211976,2021,12,Keskiviikko,365931.0,6680505.0,2110.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
16696,10211977,2021,12,Lauantai,430392.0,7204810.0,,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
16697,10211977,2021,12,Lauantai,430392.0,7204810.0,,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
16698,10211978,2021,12,Perjantai,516413.0,6853648.0,1450.0,Pohjois-Savon ELY,kantatie,Loukkaantumiseen johtanut
16699,10211979,2021,12,Perjantai,495584.0,6942848.0,1230.0,Pohjois-Savon ELY,kantatie,Kuolemaan johtanut
16700,10211979,2021,12,Perjantai,495584.0,6942848.0,1385.0,Pohjois-Savon ELY,kantatie,Kuolemaan johtanut
16701,10211980,2021,12,Perjantai,502403.0,7002462.0,1428.0,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16702,10211980,2021,12,Perjantai,502403.0,7002462.0,1330.0,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16703,10211981,2021,12,Perjantai,571531.0,6848557.0,1440.0,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16704,10211982,2021,12,Lauantai,504842.0,6942806.0,1734.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
16705,10211983,2021,12,Perjantai,349229.0,6834987.0,12200.0,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
16706,10211983,2021,12,Perjantai,349229.0,6834987.0,1283.0,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
16707,10211984,2021,12,Perjantai,302655.0,6814103.0,1840.0,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
16708,10211984,2021,12,Perjantai,302655.0,6814103.0,1375.0,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
16709,10211985,2021,12,Perjantai,270447.0,6798178.0,935.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16710,10211986,2021,12,Perjantai,449379.0,6883502.0,1800.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16711,10211987,2021,12,Lauantai,524618.0,6749470.0,14600.0,Kaakkois-Suomen ELY,valtatie,Ei henkilövahinkoja
16712,10211988,2021,12,Keskiviikko,446878.0,6901185.0,1555.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16713,10211989,2021,12,Keskiviikko,356733.0,6834707.0,2188.0,Pirkanmaan ELY,kantatie,Kuolemaan johtanut
16714,10211990,2021,12,Keskiviikko,318157.0,6829305.0,1765.0,Pirkanmaan ELY,kantatie,Ei henkilövahinkoja
16715,10211990,2021,12,Keskiviikko,318157.0,6829305.0,1167.0,Pirkanmaan ELY,kantatie,Ei henkilövahinkoja
16716,10211991,2021,12,Keskiviikko,337138.0,6784004.0,17900.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16717,10211992,2021,12,Keskiviikko,331152.0,6823126.0,1810.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16718,10211992,2021,12,Keskiviikko,331152.0,6823126.0,1850.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16719,10211993,2021,12,Keskiviikko,294765.0,6851431.0,1205.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16720,10211993,2021,12,Keskiviikko,294765.0,6851431.0,,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16721,10211994,2021,12,Torstai,438265.0,6906613.0,1565.0,Keski-Suomen ELY,seututie,Ei henkilövahinkoja
16722,10211994,2021,12,Torstai,438265.0,6906613.0,2600.0,Keski-Suomen ELY,seututie,Ei henkilövahinkoja
16723,10211995,2021,12,Sunnuntai,355355.0,7089794.0,1249.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16724,10211996,2021,12,Perjantai,399716.0,6902430.0,1800.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16725,10211996,2021,12,Perjantai,399716.0,6902430.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16726,10211997,2021,12,Sunnuntai,431813.0,6817477.0,,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
16727,10211998,2021,12,Sunnuntai,310090.0,6752878.0,,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16728,10211999,2021,12,Keskiviikko,355215.0,6681982.0,,Uudenmaan ELY,yhdystie,Loukkaantumiseen johtanut
16729,10211999,2021,12,Keskiviikko,355215.0,6681982.0,1450.0,Uudenmaan ELY,yhdystie,Loukkaantumiseen johtanut
16730,10212000,2021,12,Torstai,379304.0,6673373.0,1505.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
16731,10212000,2021,12,Torstai,379304.0,6673373.0,1374.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
16732,10212001,2021,12,Perjantai,368675.0,6671257.0,1140.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16733,10212001,2021,12,Perjantai,368675.0,6671257.0,2063.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16734,10212002,2021,12,Tiistai,348433.0,6689766.0,1330.0,Uudenmaan ELY,valtatie,Kuolemaan johtanut
16735,10212002,2021,12,Tiistai,348433.0,6689766.0,9700.0,Uudenmaan ELY,valtatie,Kuolemaan johtanut
16736,10212003,2021,12,Lauantai,430237.0,7204793.0,,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
16737,10212004,2021,12,Perjantai,396438.0,6695985.0,1150.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16738,10212004,2021,12,Perjantai,396438.0,6695985.0,7460.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16739,10212004,2021,12,Perjantai,396438.0,6695985.0,1271.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16740,10212004,2021,12,Perjantai,396438.0,6695985.0,1513.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16741,10212005,2021,12,Torstai,374971.0,6999840.0,1623.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16742,10212005,2021,12,Torstai,374971.0,6999840.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16743,10212006,2021,12,Perjantai,367705.0,6859316.0,9900.0,Pirkanmaan ELY,kantatie,Ei henkilövahinkoja
16744,10212006,2021,12,Perjantai,367705.0,6859316.0,,Pirkanmaan ELY,kantatie,Ei henkilövahinkoja
16745,10212007,2021,12,Torstai,368711.0,6671258.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16746,10212008,2021,12,Torstai,321579.0,6685928.0,1380.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
16747,10212009,2021,12,Perjantai,394813.0,7127776.0,1571.0,Pohjois-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
16748,10212009,2021,12,Perjantai,394813.0,7127776.0,1420.0,Pohjois-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
16749,10212010,2021,12,Tiistai,510749.0,6806815.0,1550.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16750,10212010,2021,12,Tiistai,510749.0,6806815.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16751,10212011,2021,12,Keskiviikko,571633.0,7028470.0,1175.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16752,10212011,2021,12,Keskiviikko,571633.0,7028470.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16753,10212012,2021,12,Keskiviikko,644058.0,6906412.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16754,10212012,2021,12,Keskiviikko,644058.0,6906412.0,1320.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16755,10212013,2021,12,Perjantai,661351.0,6904941.0,14000.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16756,10212013,2021,12,Perjantai,661351.0,6904941.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16757,10212014,2021,12,Perjantai,444831.0,7132529.0,,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16758,10212014,2021,12,Perjantai,444831.0,7132529.0,1116.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16759,10212015,2021,12,Perjantai,553189.0,7137263.0,,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16760,10212015,2021,12,Perjantai,553189.0,7137263.0,1689.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
16761,10212016,2021,12,Torstai,495908.0,6863793.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16762,10212016,2021,12,Torstai,495908.0,6863793.0,1660.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16763,10212017,2021,12,Tiistai,421796.0,6698623.0,1675.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16764,10212017,2021,12,Tiistai,421796.0,6698623.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16765,10212018,2021,12,Keskiviikko,390939.0,7399282.0,1530.0,Lapin ELY,yhdystie,Loukkaantumiseen johtanut
16766,10212019,2021,12,Perjantai,388795.0,7295465.0,1723.0,Lapin ELY,valtatie,Loukkaantumiseen johtanut
16767,10212019,2021,12,Perjantai,388795.0,7295465.0,1495.0,Lapin ELY,valtatie,Loukkaantumiseen johtanut
16768,10212019,2021,12,Perjantai,388795.0,7295465.0,1735.0,Lapin ELY,valtatie,Loukkaantumiseen johtanut
16769,10212020,2021,12,Keskiviikko,482105.0,7477240.0,,Lapin ELY,valtatie,Ei henkilövahinkoja
16770,10212020,2021,12,Keskiviikko,482105.0,7477240.0,2065.0,Lapin ELY,valtatie,Ei henkilövahinkoja
16771,10212021,2021,12,Lauantai,661370.0,6905260.0,1406.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16772,10212021,2021,12,Lauantai,661370.0,6905260.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16773,10212022,2021,12,Lauantai,396488.0,6681269.0,1293.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
16774,10212023,2021,12,Sunnuntai,379753.0,6721191.0,1505.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16775,10212024,2021,11,Sunnuntai,413345.0,6905442.0,2957.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16776,10212024,2021,11,Sunnuntai,413345.0,6905442.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16777,10212025,2021,12,Perjantai,335134.0,6830388.0,1254.0,Pirkanmaan ELY,seututie,Ei henkilövahinkoja
16778,10212025,2021,12,Perjantai,335134.0,6830388.0,14900.0,Pirkanmaan ELY,seututie,Ei henkilövahinkoja
16779,10212026,2021,12,Perjantai,434156.0,6907452.0,1190.0,Keski-Suomen ELY,yhdystie,Ei henkilövahinkoja
16780,10212026,2021,12,Perjantai,434156.0,6907452.0,1250.0,Keski-Suomen ELY,yhdystie,Ei henkilövahinkoja
16781,10212027,2021,12,Perjantai,420543.0,6874713.0,2061.0,Keski-Suomen ELY,valtatie,Kuolemaan johtanut
16782,10212027,2021,12,Perjantai,420543.0,6874713.0,1260.0,Keski-Suomen ELY,valtatie,Kuolemaan johtanut
16783,10212027,2021,12,Perjantai,420543.0,6874713.0,1735.0,Keski-Suomen ELY,valtatie,Kuolemaan johtanut
16784,10212028,2021,12,Perjantai,378148.0,6938196.0,1795.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16785,10212029,2021,12,Lauantai,443680.0,6889255.0,1165.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16786,10212030,2021,12,Lauantai,378237.0,6935925.0,1105.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16787,10212031,2021,12,Tiistai,359065.0,6684786.0,1115.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16788,10212031,2021,12,Tiistai,359065.0,6684786.0,11300.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16789,10212032,2021,12,Sunnuntai,523111.0,7239997.0,,Pohjois-Pohjanmaan ELY,kantatie,Loukkaantumiseen johtanut
16790,10212032,2021,12,Sunnuntai,523111.0,7239997.0,1440.0,Pohjois-Pohjanmaan ELY,kantatie,Loukkaantumiseen johtanut
16791,10212033,2021,12,Maanantai,394714.0,7159255.0,1735.0,Pohjois-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
16792,10212034,2021,12,Sunnuntai,544793.0,6907713.0,1830.0,Pohjois-Savon ELY,valtatie,Loukkaantumiseen johtanut
16793,10212034,2021,12,Sunnuntai,544793.0,6907713.0,1464.0,Pohjois-Savon ELY,valtatie,Loukkaantumiseen johtanut
16794,10212034,2021,12,Sunnuntai,544793.0,6907713.0,1565.0,Pohjois-Savon ELY,valtatie,Loukkaantumiseen johtanut
16795,10212035,2021,12,Maanantai,534669.0,6975013.0,1125.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16796,10212036,2021,12,Torstai,396848.0,6701602.0,2145.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
16797,10212036,2021,12,Torstai,396848.0,6701602.0,1393.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
16798,10212037,2021,12,Sunnuntai,213093.0,6761216.0,1360.0,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
16799,10212038,2021,12,Sunnuntai,274779.0,6706394.0,1181.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
16800,10212039,2021,12,Sunnuntai,516449.0,6907815.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16801,10212039,2021,12,Sunnuntai,516449.0,6907815.0,1840.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16802,10212040,2021,12,Sunnuntai,545128.0,6948812.0,1605.0,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16803,10212040,2021,12,Sunnuntai,545128.0,6948812.0,,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
16804,10212041,2021,12,Sunnuntai,543201.0,6884827.0,1790.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16805,10212041,2021,12,Sunnuntai,543201.0,6884827.0,1250.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16806,10212041,2021,12,Sunnuntai,543201.0,6884827.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16807,10212042,2021,12,Sunnuntai,619482.0,6968481.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16808,10212042,2021,12,Sunnuntai,619482.0,6968481.0,1230.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
16809,10212043,2021,12,Perjantai,409314.0,6693357.0,12700.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
16810,10212043,2021,12,Perjantai,409314.0,6693357.0,,Uudenmaan ELY,seututie,Ei henkilövahinkoja
16811,10212044,2021,12,Keskiviikko,389504.0,6690028.0,1700.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16812,10212044,2021,12,Keskiviikko,389504.0,6690028.0,1825.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
16813,10212045,2021,12,Keskiviikko,400513.0,6685613.0,1113.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
16814,10212046,2021,12,Perjantai,286872.0,6766591.0,1576.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
16815,10212047,2021,12,Sunnuntai,323898.0,6824067.0,1845.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
16816,10212048,2021,12,Sunnuntai,431740.0,6937884.0,1492.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
16817,10212049,2021,12,Perjantai,228516.0,6805522.0,,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
16818,10212049,2021,12,Perjantai,228516.0,6805522.0,1851.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
16819,10212050,2021,12,Perjantai,226202.0,6771342.0,2230.0,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
16820,10212050,2021,12,Perjantai,226202.0,6771342.0,,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
16821,10212051,2021,12,Maanantai,533680.0,6974648.0,2315.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16822,10212051,2021,12,Maanantai,533680.0,6974648.0,1257.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
16823,10212052,2021,12,Maanantai,373311.0,6693540.0,1116.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
16824,10212053,2021,12,Maanantai,404633.0,6728764.0,1780.0,Uudenmaan ELY,yhdystie,Loukkaantumiseen johtanut
16825,10212054,2021,12,Tiistai,391598.0,6703644.0,1455.0,Uudenmaan ELY,yhdystie,Loukkaantumiseen johtanut
16826,10212055,2021,12,Tiistai,416637.0,6737881.0,1570.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
16827,10212056,2021,12,Lauantai,370771.0,7536040.0,1253.0,Lapin ELY,seututie,Ei henkilövahinkoja
16828,10212057,2021,12,Lauantai,359433.0,6767050.0,1300.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16829,10212057,2021,12,Lauantai,359433.0,6767050.0,1343.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16830,10212057,2021,12,Lauantai,359433.0,6767050.0,1303.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16831,10212060,2021,12,Sunnuntai,303083.0,6761805.0,1023.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16832,10212060,2021,12,Sunnuntai,303083.0,6761805.0,,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16833,10212061,2021,12,Tiistai,427330.0,6761158.0,1802.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16834,10212063,2021,12,Keskiviikko,423878.0,6761535.0,1880.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16835,10212063,2021,12,Keskiviikko,423878.0,6761535.0,1805.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16836,10212065,2021,12,Torstai,377946.0,6734936.0,1530.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16837,10212065,2021,12,Torstai,377946.0,6734936.0,1744.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16838,10212066,2021,10,Keskiviikko,239874.0,6710149.0,,Varsinais-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
16839,10212066,2021,10,Keskiviikko,239874.0,6710149.0,1503.0,Varsinais-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
16840,10212067,2021,12,Lauantai,377721.0,6744942.0,3040.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16841,10212067,2021,12,Lauantai,377721.0,6744942.0,935.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16842,10212070,2021,12,Torstai,427044.0,6761816.0,,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16843,10212070,2021,12,Torstai,427044.0,6761816.0,1575.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16844,10212071,2021,12,Torstai,426650.0,6755359.0,1105.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16845,10212073,2021,12,Perjantai,380069.0,6738163.0,1666.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16846,10212073,2021,12,Perjantai,380069.0,6738163.0,2201.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16847,10212074,2021,12,Perjantai,443383.0,6756290.0,1490.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16848,10212074,2021,12,Perjantai,443383.0,6756290.0,,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16849,10212075,2021,12,Perjantai,359763.0,6763349.0,1516.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16850,10212076,2021,12,Lauantai,448066.0,6786386.0,1209.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16851,10212079,2021,12,Lauantai,315991.0,6746170.0,1246.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16852,10212080,2021,12,Sunnuntai,377106.0,6736877.0,1696.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16853,10212082,2021,12,Tiistai,316444.0,6745855.0,1105.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16854,10212082,2021,12,Tiistai,316444.0,6745855.0,1436.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16855,10212083,2021,12,Keskiviikko,361394.0,6765161.0,1575.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16856,10212083,2021,12,Keskiviikko,361394.0,6765161.0,1176.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16857,10212084,2021,12,Keskiviikko,426021.0,6760488.0,1390.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16858,10212084,2021,12,Keskiviikko,426021.0,6760488.0,2025.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
16859,10212085,2021,12,Torstai,413685.0,6733847.0,1200.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
16860,10212087,2021,12,Keskiviikko,564064.0,6770137.0,1485.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16861,10212087,2021,12,Keskiviikko,564064.0,6770137.0,1416.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16862,10212087,2021,12,Keskiviikko,564064.0,6770137.0,1865.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16863,10212088,2021,12,Keskiviikko,493527.0,6705669.0,1406.0,Kaakkois-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
16864,10212088,2021,12,Keskiviikko,493527.0,6705669.0,1206.0,Kaakkois-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
16865,10212089,2021,12,Torstai,495743.0,6703769.0,1870.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16866,10212089,2021,12,Torstai,495743.0,6703769.0,1494.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16867,10212089,2021,12,Torstai,495743.0,6703769.0,9820.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16868,10212090,2021,12,Torstai,563947.0,6770237.0,1185.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16869,10212092,2021,12,Lauantai,578043.0,6776992.0,1315.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
16870,10212092,2021,12,Lauantai,578043.0,6776992.0,2079.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
