,id,year,month,day_of_week,x,y,vehicle_mass,region,road_type,Seriousness
0,9955125,2021,1,Lauantai,467359.0,7140351.0,15800.0,Pohjois-Pohjanmaan ELY,seututie,Kuolemaan johtanut
1,9955125,2021,1,Lauantai,467359.0,7140351.0,890.0,Pohjois-Pohjanmaan ELY,seututie,Kuolemaan johtanut
2,9955126,2021,1,Perjantai,394015.0,6676586.0,1780.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
3,9955138,2021,1,Tiistai,435667.0,6901990.0,1645.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
4,9955138,2021,1,Tiistai,435667.0,6901990.0,1386.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
5,9955141,2021,1,Keskiviikko,252880.0,6708835.0,1441.0,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
6,9955141,2021,1,Keskiviikko,252880.0,6708835.0,1357.0,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
7,9955151,2021,1,Lauantai,377793.0,6846403.0,1368.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
8,9955151,2021,1,Lauantai,377793.0,6846403.0,9900.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
9,9955166,2021,1,Lauantai,256071.0,6995600.0,1360.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
10,9955173,2021,1,Maanantai,258813.0,6731831.0,1335.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
11,9955173,2021,1,Maanantai,258813.0,6731831.0,6200.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
12,9955174,2021,1,Torstai,241402.0,6716561.0,12750.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
13,9955174,2021,1,Torstai,241402.0,6716561.0,1270.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
14,9955180,2021,1,Keskiviikko,282676.0,6704165.0,1105.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
15,9955180,2021,1,Keskiviikko,282676.0,6704165.0,910.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
16,9955184,2021,1,Maanantai,337845.0,6747348.0,1325.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
17,9955184,2021,1,Maanantai,337845.0,6747348.0,2110.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
18,9955184,2021,1,Maanantai,337845.0,6747348.0,1160.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
19,9955185,2021,1,Perjantai,305293.0,6822565.0,1445.0,Pirkanmaan ELY,yhdystie,Loukkaantumiseen johtanut
20,9955185,2021,1,Perjantai,305293.0,6822565.0,1565.0,Pirkanmaan ELY,yhdystie,Loukkaantumiseen johtanut
21,9955186,2021,1,Sunnuntai,352074.0,6693190.0,1330.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
22,9955186,2021,1,Sunnuntai,352074.0,6693190.0,1733.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
23,9955188,2021,1,Maanantai,407725.0,6956539.0,10200.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
24,9955197,2021,1,Sunnuntai,378616.0,6683605.0,1016.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
25,9955197,2021,1,Sunnuntai,378616.0,6683605.0,2118.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
26,9955206,2021,1,Lauantai,271558.0,6960997.0,13350.0,Etelä-Pohjanmaan ELY,kantatie,Loukkaantumiseen johtanut
27,9955206,2021,1,Lauantai,271558.0,6960997.0,2600.0,Etelä-Pohjanmaan ELY,kantatie,Loukkaantumiseen johtanut
28,9955207,2021,1,Sunnuntai,408902.0,7550015.0,2900.0,Lapin ELY,seututie,Ei henkilövahinkoja
29,9955207,2021,1,Sunnuntai,408902.0,7550015.0,,Lapin ELY,seututie,Ei henkilövahinkoja
30,9955208,2021,1,Maanantai,500068.0,6713058.0,1570.0,Kaakkois-Suomen ELY,valtatie,Ei henkilövahinkoja
31,9955209,2021,1,Keskiviikko,440609.0,6773727.0,1130.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
32,9955214,2021,1,Keskiviikko,380774.0,6882297.0,1385.0,Keski-Suomen ELY,kantatie,Ei henkilövahinkoja
33,9955214,2021,1,Keskiviikko,380774.0,6882297.0,,Keski-Suomen ELY,kantatie,Ei henkilövahinkoja
34,9955310,2021,1,Torstai,334724.0,7087183.0,,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
35,9955310,2021,1,Torstai,334724.0,7087183.0,1575.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
36,9955311,2021,1,Sunnuntai,453546.0,6866633.0,12700.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
37,9955311,2021,1,Sunnuntai,453546.0,6866633.0,1277.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
38,9955329,2021,1,Maanantai,209513.0,6940430.0,1465.0,Etelä-Pohjanmaan ELY,yhdystie,Loukkaantumiseen johtanut
39,9955329,2021,1,Maanantai,209513.0,6940430.0,1702.0,Etelä-Pohjanmaan ELY,yhdystie,Loukkaantumiseen johtanut
40,9955333,2021,1,Lauantai,627449.0,7042259.0,2284.0,Pohjois-Savon ELY,kantatie,Ei henkilövahinkoja
41,9955333,2021,1,Lauantai,627449.0,7042259.0,,Pohjois-Savon ELY,kantatie,Ei henkilövahinkoja
42,9955338,2021,1,Perjantai,431784.0,6924818.0,2226.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
43,9955338,2021,1,Perjantai,431784.0,6924818.0,1624.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
44,9955339,2021,1,Maanantai,403953.0,6858872.0,,Keski-Suomen ELY,valtatie,Loukkaantumiseen johtanut
45,9955339,2021,1,Maanantai,403953.0,6858872.0,1084.0,Keski-Suomen ELY,valtatie,Loukkaantumiseen johtanut
46,9955346,2021,1,Keskiviikko,427671.0,7203254.0,1089.0,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
47,9955346,2021,1,Keskiviikko,427671.0,7203254.0,2168.0,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
48,9955347,2021,1,Perjantai,431413.0,7211988.0,1665.0,Pohjois-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
49,9955347,2021,1,Perjantai,431413.0,7211988.0,1305.0,Pohjois-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
50,9955352,2021,1,Tiistai,287186.0,6969575.0,16640.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
51,9955352,2021,1,Tiistai,287186.0,6969575.0,1360.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
52,9955352,2021,1,Tiistai,287186.0,6969575.0,1613.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
53,9955353,2021,1,Maanantai,438739.0,7373837.0,12640.0,Lapin ELY,valtatie,Ei henkilövahinkoja
54,9955353,2021,1,Maanantai,438739.0,7373837.0,1280.0,Lapin ELY,valtatie,Ei henkilövahinkoja
55,9955353,2021,1,Maanantai,438739.0,7373837.0,1364.0,Lapin ELY,valtatie,Ei henkilövahinkoja
56,9955353,2021,1,Maanantai,438739.0,7373837.0,1650.0,Lapin ELY,valtatie,Ei henkilövahinkoja
57,9955361,2021,1,Maanantai,207543.0,6770196.0,955.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
58,9955361,2021,1,Maanantai,207543.0,6770196.0,1224.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
59,9955361,2021,1,Maanantai,207543.0,6770196.0,1265.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
60,9955377,2021,1,Keskiviikko,598671.0,7318994.0,1430.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
61,9955377,2021,1,Keskiviikko,598671.0,7318994.0,1470.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
62,9955380,2021,1,Lauantai,608400.0,6951530.0,1292.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
63,9955380,2021,1,Lauantai,608400.0,6951530.0,1345.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
64,9955394,2021,1,Keskiviikko,213542.0,6759667.0,2185.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
65,9955394,2021,1,Keskiviikko,213542.0,6759667.0,1510.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
66,9955397,2021,1,Tiistai,502850.0,6972616.0,2430.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
67,9955397,2021,1,Tiistai,502850.0,6972616.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
68,9955398,2021,1,Tiistai,481884.0,7477074.0,1150.0,Lapin ELY,valtatie,Ei henkilövahinkoja
69,9955398,2021,1,Tiistai,481884.0,7477074.0,1560.0,Lapin ELY,valtatie,Ei henkilövahinkoja
70,9955401,2021,1,Perjantai,535318.0,7121390.0,,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
71,9955401,2021,1,Perjantai,535318.0,7121390.0,1484.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
72,9955404,2021,1,Tiistai,375618.0,6676381.0,1035.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
73,9955404,2021,1,Tiistai,375618.0,6676381.0,1280.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
74,9955405,2021,1,Torstai,220175.0,6957257.0,,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
75,9955405,2021,1,Torstai,220175.0,6957257.0,2375.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
76,9955452,2021,1,Keskiviikko,248174.0,6844248.0,1722.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
77,9955452,2021,1,Keskiviikko,248174.0,6844248.0,,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
78,9955457,2021,1,Maanantai,498898.0,7247370.0,1736.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
79,9955464,2021,1,Tiistai,435154.0,6901410.0,1235.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
80,9955464,2021,1,Tiistai,435154.0,6901410.0,1314.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
81,9955464,2021,1,Tiistai,435154.0,6901410.0,1880.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
82,9955471,2021,1,Sunnuntai,436307.0,6955346.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
83,9955471,2021,1,Sunnuntai,436307.0,6955346.0,1410.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
84,9955472,2021,1,Lauantai,436329.0,6950392.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
85,9955472,2021,1,Lauantai,436329.0,6950392.0,1410.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
86,9955481,2021,1,Tiistai,236469.0,6700058.0,12530.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
87,9955484,2021,1,Torstai,407493.0,6721723.0,2600.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
88,9955484,2021,1,Torstai,407493.0,6721723.0,1935.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
89,9955485,2021,1,Torstai,428223.0,6739666.0,1760.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
90,9955486,2021,1,Lauantai,253591.0,6745727.0,1794.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
91,9955487,2021,1,Maanantai,273996.0,6788143.0,1090.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
92,9955488,2021,1,Maanantai,480821.0,6756057.0,1025.0,Kaakkois-Suomen ELY,yhdystie,Ei henkilövahinkoja
93,9955489,2021,1,Tiistai,386799.0,6740653.0,1505.0,Uudenmaan ELY,kantatie,Loukkaantumiseen johtanut
94,9955489,2021,1,Tiistai,386799.0,6740653.0,1410.0,Uudenmaan ELY,kantatie,Loukkaantumiseen johtanut
95,9955490,2021,1,Perjantai,423709.0,6800634.0,1345.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
96,9955491,2021,1,Lauantai,316972.0,6799111.0,1396.0,Pirkanmaan ELY,seututie,Loukkaantumiseen johtanut
97,9955492,2021,1,Maanantai,429994.0,6747738.0,1455.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
98,9955492,2021,1,Maanantai,429994.0,6747738.0,,Uudenmaan ELY,seututie,Ei henkilövahinkoja
99,9955493,2021,1,Maanantai,644417.0,6950439.0,1299.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
100,9955493,2021,1,Maanantai,644417.0,6950439.0,1375.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
101,9955494,2021,1,Tiistai,620040.0,6967370.0,1250.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
102,9955494,2021,1,Tiistai,620040.0,6967370.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
103,9955495,2021,1,Torstai,602793.0,7049252.0,3780.0,Pohjois-Savon ELY,kantatie,Ei henkilövahinkoja
104,9955495,2021,1,Torstai,602793.0,7049252.0,14350.0,Pohjois-Savon ELY,kantatie,Ei henkilövahinkoja
105,9955496,2021,1,Perjantai,596992.0,7048032.0,2175.0,Pohjois-Savon ELY,kantatie,Loukkaantumiseen johtanut
106,9955496,2021,1,Perjantai,596992.0,7048032.0,20400.0,Pohjois-Savon ELY,kantatie,Loukkaantumiseen johtanut
107,9955497,2021,1,Sunnuntai,375588.0,7001047.0,1685.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
108,9955497,2021,1,Sunnuntai,375588.0,7001047.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
109,9955498,2021,1,Lauantai,438475.0,6901217.0,1742.0,Keski-Suomen ELY,yhdystie,Ei henkilövahinkoja
110,9955498,2021,1,Lauantai,438475.0,6901217.0,1838.0,Keski-Suomen ELY,yhdystie,Ei henkilövahinkoja
111,9955499,2021,1,Maanantai,431643.0,6910669.0,1502.0,Keski-Suomen ELY,seututie,Loukkaantumiseen johtanut
112,9955499,2021,1,Maanantai,431643.0,6910669.0,1870.0,Keski-Suomen ELY,seututie,Loukkaantumiseen johtanut
113,9955503,2021,1,Perjantai,243793.0,6922939.0,1315.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
114,9955503,2021,1,Perjantai,243793.0,6922939.0,1486.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
115,9955504,2021,1,Lauantai,250928.0,6930020.0,1317.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
116,9955504,2021,1,Lauantai,250928.0,6930020.0,2130.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
117,9955505,2021,1,Tiistai,270444.0,6936058.0,,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
118,9955505,2021,1,Tiistai,270444.0,6936058.0,1700.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
119,9955508,2021,1,Torstai,276732.0,6964641.0,925.0,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
120,9955508,2021,1,Torstai,276732.0,6964641.0,1238.0,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
121,9955509,2021,1,Lauantai,280359.0,6968167.0,1025.0,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
122,9955513,2021,1,Sunnuntai,467310.0,7128843.0,1100.0,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
123,9955514,2021,1,Lauantai,404729.0,7077215.0,1672.0,Pohjois-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
124,9955515,2021,1,Perjantai,443051.0,7224803.0,1573.0,Pohjois-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
125,9955516,2021,1,Perjantai,596385.0,7199048.0,12100.0,Pohjois-Pohjanmaan ELY,yhdystie,Loukkaantumiseen johtanut
126,9955516,2021,1,Perjantai,596385.0,7199048.0,1200.0,Pohjois-Pohjanmaan ELY,yhdystie,Loukkaantumiseen johtanut
127,9955517,2021,1,Perjantai,475463.0,7434883.0,1590.0,Lapin ELY,valtatie,Loukkaantumiseen johtanut
128,9955517,2021,1,Perjantai,475463.0,7434883.0,1557.0,Lapin ELY,valtatie,Loukkaantumiseen johtanut
129,9955518,2021,1,Perjantai,388102.0,7535758.0,14200.0,Lapin ELY,kantatie,Ei henkilövahinkoja
130,9955518,2021,1,Perjantai,388102.0,7535758.0,12210.0,Lapin ELY,kantatie,Ei henkilövahinkoja
131,9955519,2021,1,Perjantai,421453.0,7339248.0,1458.0,Lapin ELY,seututie,Ei henkilövahinkoja
132,9955519,2021,1,Perjantai,421453.0,7339248.0,,Lapin ELY,seututie,Ei henkilövahinkoja
133,9955523,2021,1,Perjantai,391141.0,6697571.0,1149.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
134,9955523,2021,1,Perjantai,391141.0,6697571.0,1735.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
135,9955524,2021,1,Tiistai,360780.0,6683607.0,925.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
136,9955525,2021,1,Perjantai,371390.0,6677122.0,1050.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
137,9955525,2021,1,Perjantai,371390.0,6677122.0,,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
138,9955525,2021,1,Perjantai,371390.0,6677122.0,1180.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
139,9955526,2021,1,Lauantai,422231.0,6748466.0,1610.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
140,9955527,2021,1,Torstai,380451.0,6716475.0,1470.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
141,9955527,2021,1,Torstai,380451.0,6716475.0,,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
142,9955528,2021,1,Sunnuntai,384666.0,6688773.0,,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
143,9955529,2021,1,Sunnuntai,384422.0,6676485.0,1582.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
144,9955529,2021,1,Sunnuntai,384422.0,6676485.0,,Uudenmaan ELY,seututie,Ei henkilövahinkoja
145,9955530,2021,1,Torstai,244189.0,6706225.0,1870.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
146,9955530,2021,1,Torstai,244189.0,6706225.0,1320.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
147,9955531,2021,1,Tiistai,336187.0,6800083.0,1610.0,Pirkanmaan ELY,seututie,Ei henkilövahinkoja
148,9955531,2021,1,Tiistai,336187.0,6800083.0,,Pirkanmaan ELY,seututie,Ei henkilövahinkoja
149,9955532,2021,1,Maanantai,253076.0,6932963.0,457.0,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
150,9955532,2021,1,Maanantai,253076.0,6932963.0,1145.0,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
151,9955535,2021,1,Tiistai,397671.0,7158729.0,,Pohjois-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
152,9955535,2021,1,Tiistai,397671.0,7158729.0,2375.0,Pohjois-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
153,9955546,2021,1,Lauantai,246143.0,6791832.0,2240.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
154,9955547,2021,1,Perjantai,323382.0,6953966.0,1960.0,Etelä-Pohjanmaan ELY,kantatie,Loukkaantumiseen johtanut
155,9955549,2021,1,Torstai,547100.0,6912237.0,1371.0,Pohjois-Savon ELY,yhdystie,Ei henkilövahinkoja
156,9955550,2021,1,Maanantai,622203.0,6954945.0,14590.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
157,9955550,2021,1,Maanantai,622203.0,6954945.0,17700.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
158,9955552,2021,1,Lauantai,385936.0,6678760.0,1102.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
159,9955552,2021,1,Lauantai,385936.0,6678760.0,1495.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
160,9955557,2021,1,Tiistai,457187.0,6902293.0,12610.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
161,9955557,2021,1,Tiistai,457187.0,6902293.0,1278.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
162,9955558,2021,1,Tiistai,291124.0,7019889.0,1105.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
163,9955558,2021,1,Tiistai,291124.0,7019889.0,13400.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
164,9955559,2021,1,Sunnuntai,430448.0,7207875.0,1220.0,Pohjois-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
165,9955567,2021,1,Keskiviikko,334334.0,6822249.0,1532.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
166,9955567,2021,1,Keskiviikko,334334.0,6822249.0,1432.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
167,9955574,2021,1,Maanantai,396775.0,6691372.0,1252.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
168,9955574,2021,1,Maanantai,396775.0,6691372.0,1650.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
169,9955577,2021,1,Perjantai,512644.0,6838234.0,1540.0,Pohjois-Savon ELY,valtatie,Loukkaantumiseen johtanut
170,9955577,2021,1,Perjantai,512644.0,6838234.0,1540.0,Pohjois-Savon ELY,valtatie,Loukkaantumiseen johtanut
171,9955578,2021,1,Torstai,435386.0,6903420.0,1900.0,Keski-Suomen ELY,seututie,Ei henkilövahinkoja
172,9955578,2021,1,Torstai,435386.0,6903420.0,1735.0,Keski-Suomen ELY,seututie,Ei henkilövahinkoja
173,9955581,2021,1,Torstai,276830.0,7040543.0,,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
174,9955581,2021,1,Torstai,276830.0,7040543.0,13690.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
175,9955588,2021,1,Perjantai,370545.0,7440079.0,1505.0,Lapin ELY,valtatie,Ei henkilövahinkoja
176,9955588,2021,1,Perjantai,370545.0,7440079.0,,Lapin ELY,valtatie,Ei henkilövahinkoja
177,9955598,2021,1,Sunnuntai,358875.0,6845079.0,1710.0,Pirkanmaan ELY,kantatie,Loukkaantumiseen johtanut
178,9955598,2021,1,Sunnuntai,358875.0,6845079.0,1310.0,Pirkanmaan ELY,kantatie,Loukkaantumiseen johtanut
179,9955599,2021,1,Sunnuntai,339963.0,6816543.0,,Pirkanmaan ELY,yhdystie,Ei henkilövahinkoja
180,9955599,2021,1,Sunnuntai,339963.0,6816543.0,1355.0,Pirkanmaan ELY,yhdystie,Ei henkilövahinkoja
181,9955600,2021,1,Lauantai,309755.0,6746352.0,1546.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
182,9955603,2021,1,Tiistai,205154.0,6789846.0,1120.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
183,9955603,2021,1,Tiistai,205154.0,6789846.0,1600.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
184,9955604,2021,1,Maanantai,362013.0,7394806.0,,Lapin ELY,valtatie,Kuolemaan johtanut
185,9955604,2021,1,Maanantai,362013.0,7394806.0,1436.0,Lapin ELY,valtatie,Kuolemaan johtanut
186,9955606,2021,1,Lauantai,597691.0,7320820.0,1746.0,Pohjois-Pohjanmaan ELY,valtatie,Loukkaantumiseen johtanut
187,9955606,2021,1,Lauantai,597691.0,7320820.0,1365.0,Pohjois-Pohjanmaan ELY,valtatie,Loukkaantumiseen johtanut
188,9955606,2021,1,Lauantai,597691.0,7320820.0,1495.0,Pohjois-Pohjanmaan ELY,valtatie,Loukkaantumiseen johtanut
189,9955607,2021,1,Lauantai,383534.0,6679846.0,1355.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
190,9955607,2021,1,Lauantai,383534.0,6679846.0,1880.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
191,9955611,2021,1,Perjantai,429625.0,7201297.0,15100.0,Pohjois-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
192,9955611,2021,1,Perjantai,429625.0,7201297.0,1410.0,Pohjois-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
193,9955611,2021,1,Perjantai,429625.0,7201297.0,1355.0,Pohjois-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
194,9955612,2021,1,Perjantai,273063.0,7045704.0,1490.0,Etelä-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
195,9955612,2021,1,Perjantai,273063.0,7045704.0,1670.0,Etelä-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
196,9955612,2021,1,Perjantai,273063.0,7045704.0,1250.0,Etelä-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
197,9955614,2021,1,Maanantai,316731.0,6829750.0,1440.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
198,9955614,2021,1,Maanantai,316731.0,6829750.0,18400.0,Pirkanmaan ELY,valtatie,Ei henkilövahinkoja
199,9955617,2021,1,Keskiviikko,534799.0,6975274.0,1210.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
200,9955617,2021,1,Keskiviikko,534799.0,6975274.0,1299.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
201,9955620,2021,1,Maanantai,236673.0,6715998.0,1260.0,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
202,9955620,2021,1,Maanantai,236673.0,6715998.0,1355.0,Varsinais-Suomen ELY,kantatie,Ei henkilövahinkoja
203,9955621,2021,1,Keskiviikko,499449.0,7067619.0,,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
204,9955624,2021,1,Torstai,407501.0,6721721.0,2600.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
205,9955624,2021,1,Torstai,407501.0,6721721.0,1935.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
206,9955625,2021,1,Maanantai,373183.0,6745458.0,1782.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
207,9955625,2021,1,Maanantai,373183.0,6745458.0,1665.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
208,9955627,2021,1,Perjantai,394926.0,6687124.0,1470.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
209,9955627,2021,1,Perjantai,394926.0,6687124.0,1325.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
210,9955629,2021,1,Sunnuntai,261298.0,6706094.0,1125.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
211,9955649,2021,1,Sunnuntai,381268.0,6704151.0,2007.0,Uudenmaan ELY,yhdystie,Loukkaantumiseen johtanut
212,9955649,2021,1,Sunnuntai,381268.0,6704151.0,1376.0,Uudenmaan ELY,yhdystie,Loukkaantumiseen johtanut
213,9955658,2021,1,Torstai,545076.0,6908837.0,1688.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
214,9955658,2021,1,Torstai,545076.0,6908837.0,1523.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
215,9955662,2021,1,Maanantai,271056.0,6799495.0,1550.0,Pirkanmaan ELY,yhdystie,Ei henkilövahinkoja
